Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km)
137-й парашутно-десантний полк (в/ч 41450) зі складу 106-ї ПДД /// 137th Guards Airborne Regiment from the 106th Airborne Division ,,,,"48.6172069, 38.0059048","48.7346353, 38.1576577","48.7346353, 38.1576577","48.7346353, 38.1576577","48.7346353, 38.1576577","48.7346353, 38.1576577",17.187882916433914
110-та окрема мотострілецька бригада /// 110th Separate Motorized Rifle Brigade ,,,,"48.122438, 37.7412574","48.0231072, 37.5780076","48.0231072, 37.5780076","48.0231072, 37.5780076","48.0231072, 37.5780076","48.0231072, 37.5780076",16.431198910385692
752-й мотострілецький полк ///752nd motorized rifle regiment ,,,,"49.2242034, 38.0569158","49.3607861, 37.9765935","49.3607861, 37.9765935","49.3607861, 37.9765935","49.3607861, 37.9765935","49.3607861, 37.9765935",16.27506546811235
245-й гвардійський мотострілецький полк /// 245th Guards Motor Rifle Regiment ,,,,"50.1370322, 38.1078486","50.1370322, 38.1078486","50.2408018, 38.1051163","50.2408018, 38.1051163","50.2408018, 38.1051163","50.2408018, 38.1051163",11.544222259004243
238-ма артилерійська бригада /// 238th Artillery Brigade  ,,,,"48.056935, 37.705552","47.9995337, 37.5805846","47.9995337, 37.5805846","47.9995337, 37.5805846","47.9995337, 37.5805846","47.9995337, 37.5805846",11.296491316457331
328-й десантно-штурмовий полк /// 328th Airborne Assault Regiment,"46.58062, 33.0826246","46.58062, 33.0826246","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734",10.811738343584043
18-та кулеметно-артилерійська дивізія /// 18th Machine Gun Artillery Division ,,,,"47.8026622, 37.5805178","47.8026622, 37.5805178","47.8026622, 37.5805178","47.8026622, 37.5805178","47.8206458, 37.4524595","47.8206458, 37.4524595",9.797339302705362
6-та окрема мотострілецька бригада /// 6th Separate Guards Motor Rifle Brigade ,,,,"48.9518747, 38.2634268","48.8706423, 38.2534669","48.8706423, 38.2534669","48.8706423, 38.2534669","48.8706423, 38.2534669","48.8706423, 38.2534669",9.063147588547759
39-та окрема мотострілецька бригада///39th Separate Guards Motor Rifle Brigade ,,,,"47.8471252, 37.5198894","47.8471252, 37.5198894","47.8471252, 37.5198894","47.8471252, 37.5198894","47.8065578, 37.4265086","47.8065578, 37.4265086",8.320536596416162
90-та танкова дивізія (в/ч 86274) /// 90th tank division ,,,,,"48.1399864, 37.6394201","48.1399864, 37.6394201","48.1638075, 37.6315234","48.1589983, 37.5779657","48.1617464, 37.587922",7.534380318687296
218-й танковий полк /// 218st Tank Regiment ,,,,"47.6900511, 36.8276231","47.6900511, 36.8276231","47.6900511, 36.8276231","47.6900511, 36.8276231","47.7487187, 36.8001582","47.7487187, 36.8001582",6.8407027545973245
34-а окрема мотострілецька бригада /// 34th Separate Motorized Rifle Brigade ,,,,"47.7442529, 36.7053218","47.7442529, 36.7053218","47.7442529, 36.7053218","47.7403281, 36.7956155","47.7403281, 36.7956155","47.7403281, 36.7956155",6.78573481908502
123-тя окрема мотострілецька бригада (колишня 2-га) /// 123rd separate motorized rifle brigade (formerly the 2nd Brigade) ,,,,"48.7241042, 38.1082559","48.7576144, 38.1844726","48.7576144, 38.1844726","48.7576144, 38.1844726","48.7576144, 38.1844726","48.7576144, 38.1844726",6.731388457900006
5-та окрема танкова бригада (в/ч 46108) /// 5th separate tank brigade ,,,,"47.7098525, 36.8443947","47.7098525, 36.8443947","47.7098525, 36.8443947","47.7098525, 36.8443947","47.7558038, 36.8164135","47.7558038, 36.8164135",5.52341809263523
"394-й мотострілецький полк
 /// 394th Motorized Rifle Regiment ",,,,"47.7479028, 36.7327688","47.7479028, 36.7327688","47.7479028, 36.7327688","47.7479028, 36.7327688","47.7504421, 36.8057249","47.7504421, 36.8057249",5.477993303080855
51-й парашутно-десантний полк зі складу 106-ї ПДД /// 51th Guards Airborne Regiment rom the 106th Airborne Division  ,,,,"48.7343168, 38.1692199","48.7259377, 38.0964357","48.7259377, 38.0964357","48.7259377, 38.0964357","48.7259377, 38.0964357","48.7259377, 38.0964357",5.434935782353636
331-й парашутно-десантний полк (в/ч 71211) зі складу 98-ї ПДД /// 331st Airborne Regiment from the 98th Airborne Division ,,,,"48.6266078, 37.920039","48.5826797, 37.9032169","48.5826797, 37.9032169","48.5826797, 37.9032169","48.5826797, 37.9032169","48.5826797, 37.9032169",5.039973605226722
228-й мотострілецький полк (зі складу 90 тд)///228th motorizedrifle regiment (from the composition of 90 TD) ,,,,"48.1439367, 37.726653","48.1439367, 37.726653","48.1439367, 37.726653","48.1331688, 37.6658845","48.1331688, 37.6658845","48.1331688, 37.6658845",4.678516020676369
119-й парашутно-десантний полк /// 119th Guards Airborne Regiment ,,,,"48.7508871, 38.1880683","48.7314158, 38.1362271","48.7314158, 38.1362271","48.7314158, 38.1362271","48.7314158, 38.1362271","48.7314158, 38.1362271",4.384857175816335
96-й окремий стрілецький полк ///96th Separate Rifle Regiment ,,,,,"47.9271374, 37.5075515","47.9271374, 37.5075515","47.9271374, 37.5075515","47.9502523, 37.4744205","47.9502523, 37.4744205",3.5683126451847604
37-ма окрема мотострілецька бригада /// 37th Separate Guards Motor Rifle Brigade ,,,,"47.7184232, 36.8131663","47.7184232, 36.8131663","47.7184232, 36.8131663","47.7184232, 36.8131663","47.7498267, 36.8184873","47.7498267, 36.8184873",3.5143398979851064
103-й мотострілковий полк зі складу 150 мсд///103rd Motorized Rifle Regiment (from the composition of 150 MRD) ,,,,"47.9432455, 37.498005","47.9500295, 37.480839","47.9500295, 37.480839","47.9606061, 37.4758607","47.955663, 37.4701958","47.955663, 37.4701958",3.414733453379465
"5-та окрема мотострілецька бригада «Оплот»///5th separate motorized rifle brigade ""Oplot"" ",,,,"47.9605475, 37.5063303","47.9842229, 37.5277885","47.9842229, 37.5277885","47.9842229, 37.5277885","47.9842229, 37.5277885","47.9842229, 37.5277885",3.081694442861945
"шойгісти ""шторм-v"" /// shoigists ""storm-v"" ",,,,"48.4956467, 37.9847562","48.4956467, 37.9847562","48.4956467, 37.9847562","48.4924614, 38.0261266","48.4924614, 38.0261266","48.4924614, 38.0261266",3.0781357680441546
10-й танковий полк ///10th tank regiment ,,,,"47.8820015, 37.5244879","47.8631054, 37.4993778","47.8631054, 37.4993778","47.8631054, 37.4993778","47.8631054, 37.4993778","47.8631054, 37.4993778",2.8183124380778537
115-та окрема мотострілецька бригада /// 115th separate motorized rifle brigade ,,,,"48.1585194, 37.7232305","48.1585194, 37.7232305","48.1585194, 37.7232305","48.1578323, 37.6861517","48.1578323, 37.6861517","48.1578323, 37.6861517",2.759607403297871
1194-й мотострілецький полк територіальних військ /// 1194st motorized rifle regiment of territorial troops ,,,,"48.5297475, 38.017327","48.5056416, 38.019902","48.5056416, 38.019902","48.5056416, 38.019902","48.5056416, 38.019902","48.5056416, 38.019902",2.687326756860935
37-й мотострілецький полк /// 37th Motor Rifle Regiment ,"49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0391762, 38.042922","49.0391762, 38.042922","49.0391762, 38.042922",2.572549323671605
31-й мотострілецький полк /// 31st Motor Rifle Regiment ,,,,"49.0777905, 38.0099969","49.0777905, 38.0099969","49.0777905, 38.0099969","49.0802641, 38.033343","49.0802641, 38.033343","49.0802641, 38.033343",1.7276141162606884
109-й стрілецький полк ДНР /// 109th Rifle Regiment DPR ,,,,"48.2232086, 37.7871634","48.2277832, 37.8070758","48.2277832, 37.8070758","48.2277832, 37.8070758","48.2277832, 37.8070758","48.2277832, 37.8070758",1.5644857156195469
217-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 217th Airborne Regiment from the 98th Airborne Division ,,,,"48.6333067, 37.9119404","48.6228683, 37.9078204","48.6228683, 37.9078204","48.6228683, 37.9078204","48.6228683, 37.9078204","48.6228683, 37.9078204",1.1998496905380875
255-й гвардійський мотострілецький полк /// 255th Guards Motorized Rifle Regiment ,,,,"47.927509, 37.4776931","47.9332599, 37.4667068","47.9332599, 37.4667068","47.9332599, 37.4667068","47.9332599, 37.4667068","47.9332599, 37.4667068",1.0406021065478401
299-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 299th Airborne Regiment from the 98th Airborne Division ,,,,"48.633608, 37.9271623","48.6272543, 37.9192657","48.6272543, 37.9192657","48.6272543, 37.9192657","48.6272543, 37.9192657","48.6272543, 37.9192657",0.9154325077752152
45-та окрема бригада спеціального призначення /// 45th Guards Spetsnaz Brigade ,,,,"47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095",0.0
79-й гвардійський мотострілковий полк///79th Guards Motorized Rifle Regiment ,,,,"49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729",0.0
45-й інженерно-саперний полк ///45th Engineer battalion ,,,,"49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328",0.0
439-та гвардійська ракетно-артилерійська бригада /// 439th Guards Rocket Artillery Brigade ,,,,"46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684",0.0
81-й самохідний артилерійський полк  /// 81th self-propelled artillery regiment ,,,,"46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509",0.0
69-та окрема мотострілецька бригада /// 69th Separate Motorized Rifle Brigade ,,,,"47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335",0.0
70-й мотострілецький полк (в/ч 71718) /// 70th motorized rifle regiment ,,,,"47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784",0.0
"7-а дршбр ""святой георгій"" /// 7st Air Assault Brigade ""saint heorhiy""",,,,,"48.6077232, 37.9087719","48.6077232, 37.9087719","48.6077232, 37.9087719","48.6077232, 37.9087719","48.6077232, 37.9087719",0.0
7-й окремий розвідувальний батальйон зі складу 47-ї ТД/// 7th separate reconnaissance battalion  from the 47th TD ,,,,"49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187",0.0
1461-й мотострілецький полк територіальних військ /// 1461st motorized rifle regiment of territorial troops ,,,,"47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308",0.0
"80-й окремий розвідувальний батальйон ""Спарта"" імені Пєтуха Смаженого /// The 80th separate intelligence battalion ""Sparta"" named Fried Cock ",,,,"48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832",0.0
78-й мотострілецький полк ім. Ахмат-Хаджи Кадирова /// 78th motorized rifle regiment ,,,,"47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616",0.0
7-ма десантно штурмова дивізія /// 7th Airborne Assault Division ,,,,"47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315",0.0
136-та мотострілецька бригада /// 136th motorized rifle brigade ,,,,"47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185",0.0
131-й стрілецький полк (ДНР) /// 131st Regiment (DPR) ,,,,"47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542",0.0
1307-й мотострілецький полк /// 1307th Motor Rifle Regiment ,,,,"48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692",0.0
126-а окрема гвардійська бригада берегової оборони /// 126th Separate Guards Coastal Defense Brigade ,,,,"46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659",0.0
1445-й мотострілецький полк /// 1445th motorized rifle regiment ,,,,"46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704",0.0
144-та мотострілецька дивізія /// 144th Guards Motor Rifle Division ,,,,"49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158",0.0
144-а окрема мотострілецька бригада /// 144th Separate Motorized Rifle Brigade ,,,,"46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763",0.0
1432-й мотострілецький полк територіальних військ /// 1432nd motorized rifle regiment of territorial troops ,,,,"49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836",0.0
17-й танковий полк ///17th tank regiment ,,,,"46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046",0.0
177-й окремий полк морської піхоти (в/ч 87852) /// 177th Separate Regiment of Marines ,,,,"48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707",0.0
169-та окрема мотострілецька бригада /// 169th separate motorized rifle brigade ,,,,"49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757",0.0
"БАРС-3 ""восілій моргєлов"" /// 33rd squad BARS ""vosiliy morgeloff"" ",,,,"46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527",0.0
БАРС-4 /// 4th squad BARS ,,,,"46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073",0.0
1465-й мотострілецький полк територіальних військ /// 1465th motorized rifle regiment of territorial troops ,,,,"47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103",0.0
1487-й мотострілецький полк територіальних військ /// 1487th motorized rifle regiment of territorial troops ,,,,"48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846",0.0
15-й гвардійський мотострілковий полк ///15th Guards Motor Rifle Regiment ,,,,"49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215",0.0
БАРС-7 /// 7nd squad BARS ,,,,"48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827",0.0
