Militaire eenheid,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-02,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km),Aantal bewegingen
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",869.4504847005336,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.4504847005335,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",869.4504847005335,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.4504847005335,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.4504847005335,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",869.4504847005335,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469",869.3274391088377,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",869.3274391088376,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",865.1351136833619,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",865.1351136833619,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",865.1351136833619,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329",865.1351136833619,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",863.8980931898318,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",863.8980931898318,5
